學年期,系所名稱,系號-序號課程碼-分班碼屬性碼,年級班別組別,類別,"科目名稱(連結課程地圖)             備註 
             限選條件",學分選必修,教師姓名*:主負責老師,已選課人數/餘額,時間/教室,課綱/Moodle,Syllabus Link
0109-1,測量系 GM,F625000-Z3  [GM],3,講義,通識課程,2  必修,,0/8請參考備註,[1]7~8,Moodle,
0109-1,測量系 GM,F6-106  F634400  [GM3630],3,講義,深度學習,3  選修,林昭宏,487/2,[5]2~4 測量系館 55208,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=F634400&class_code=
0109-1,測量系 GM,F6-107  F631500  [GM4410],3,講義,地球物理概論,3  選修,景國恩,248/26,[2]2~4 測量系副館 55170,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=F631500&class_code=
0109-1,測量系 GM,F625000-Z4  [GM],4,講義,通識課程,2  必修,,80/請參考備註,[1]7~8,Moodle,
0109-1,測量系 GM,F6-153  F644400  [GM4720],4,講義,變形監測,3  選修,曾宏正,813/47,[5]2~4 測量系副館 55180,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=F644400&class_code=
0109-1,測量系 GM,F6-154  E629600  [CE2012],4,講義,都市計劃,2  選修,鄭皓騰,83/827,[4]3~4 土木系館 4509,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=E629600&class_code=
0109-1,測量系 GM,F6-156  F643900  [GM4710],4,講義,空間資訊整合與應用,3  選修,朱宏杰,11/19,[3]6~8 測量系副館 55180,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=F643900&class_code=
0109-1,測量系 GM,F6-157  P661000  [GM5521E],4,講義,合成孔徑雷達基礎原理與應用,3  選修,蔡展榮,29/11,[3]2~4 測量系副館 55150,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=P661000&class_code=
0109-1,測量系 GM,F6-158  F632320  [GM4090],4,講義,專題研究（二）,2  選修,吳治達*洪榮宏尤瑞哲江凱偉林昭宏王驥魁郭重言饒見有景國恩呂學展郭佩棻,338/17,未定,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=F632320&class_code=
0109-1,測量系 GM,F6-159  E847700  [HOE3026],4,講義,水土保持工程,2  選修,臧運忠*李心平,40/20,[2]3~4 水利系館 4627,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=1&co_no=E847700&class_code=
0109-2,測量系 GM,F612520-Z  [GM],1,基礎國文,基礎國文（二）,2  必修,,0/請參考備註,[5]7~8,Moodle,
0109-2,測量系 GM,A119120-Zf  [FLC1001],1,講義,外國語言（二）,2  必修,,0/請參考備註,[4]5~6,Moodle,
0109-2,測量系 GM,F6-003  F610621  [MATH1022],1,講義,微積分（二）,3  必修,侯世章,89/31,[2]5~6 成功校區經緯廳 經緯廳[5]3 成功校區經緯廳 經緯廳,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F610621&class_code=
0109-2,,F610621  [MATH1022],1   A,實習,,,侯世章,,[5]4 測量系副館 55180,,
0109-2,,F610621  [MATH1022],1   B,實習,,,李國明,8,[5]4 數學系館 3177,,
0109-2,,F610621  [MATH1022],1   C,實習,,,劉之中,8,[5]4 數學系館 3175,,
0109-2,測量系 GM,F6-004  F610720  [PHYS1023],1,講義,普通物理學（二）,3  必修,黃建龍,57/5,[1]2~3 測量系館 55250[5]2 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F610720&class_code=
0109-2,測量系 GM,F6-005  F610820  [GM1023],1,實習,普通物理學實驗（二）,1  必修,黃建龍,51/網路選課不開放,[3]1~3,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F610820&class_code=
0109-2,測量系 GM,F6-006  F612010  [GM1010],1,講義,基礎測量學（一）,2  必修,曾義星,56/14,[2]7~8 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F612010&class_code=
0109-2,測量系 GM,F6-007  F612110-A  [GM1170],1,實習,基礎測量學實習（一）,1  必修,曾義星,28/12,[3]6~8 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F612110&class_code=A
0109-2,測量系 GM,F6-008  F612110-B  [GM1170],1,實習,基礎測量學實習（一）,1  必修,曾義星,20/20,[4]2~4 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F612110&class_code=B
0109-2,測量系 GM,F6-009  F611700  [GM1100],1,講義,計算機程式設計,3  必修,呂學展,58/2,[2]2~4 測量系館 55208,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F611700&class_code=
0109-2,測量系 GM,F6-010  F612800  [GM1050],1,講義,空間資訊概論,2  選修,江凱偉,90/81,[1]5~6 成功校區經緯廳 經緯廳,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F612800&class_code=
0109-2,測量系 GM,F6-011  F617920  [GM0920],1,實習,服務學習（二）,0  必修,曾宏正,51/14,[2]9,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F617920&class_code=
0109-2,測量系 GM,F610020-Z  [GM],1,講義,體育（二）,0  必修,,0/依照該類課8程科目序號選課,[4]7~8,Moodle,
0109-2,測量系 GM,F625000-Z1  [GM],1,講義,通識課程,2  必修,,0/依照該類課8程科目序號選課,[5]5~6,Moodle,
0109-2,測量系 GM,F610040-Z  [GM],2,講義,體育（四）,0  必修,,0/8請參考備註,[3]5~6,Moodle,
0109-2,測量系 GM,F6-052  F623500  [GM2121],2,講義,工程數學,3  必修,朱宏杰,39/26,[2]3~4 測量系副館 55160[5]2 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F623500&class_code=
0109-2,測量系 GM,F6-053  F622800  [GM2700],2,講義,測量平差,3  必修,曾宏正,44/16,[3]7~8 測量系副館 55160[4]5 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F622800&class_code=
0109-2,測量系 GM,F6-054  F622400  [GM2600],2,講義,地理資訊基本原理,3  必修,洪榮宏,388/27,[2]5 測量系副館 55160[3]3~4 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F622400&class_code=
0109-2,測量系 GM,F6-055  F622900  [GM3505],2,講義,航測及遙測基礎,3  必修,王驥魁*曾義星,38/27,[3]2 測量系副館 55160[4]6~7 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F622900&class_code=
0109-2,測量系 GM,F6-056  F641100  [GM1220],2,講義,土地登記,2  選修,楊大偉,381/34,[1]2~3 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F641100&class_code=
0109-2,測量系 GM,F6-057  F633200  [GM2270],2,講義,數值地形測量及實習,3  選修,曾宏正,23/12,[5]3~4 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F633200&class_code=
0109-2,,F633200  [GM2270],2,實習,,,曾宏正,,[5]5~6 測量系館 55206,,
0109-2,測量系 GM,F625000-Z2  [GM],2,講義,通識課程,2  必修,,0/依照該類課程科目序8號選課,[1]7~8,Moodle,
0109-2,測量系 GM,F625000-Z5  [GM],2,講義,通識課程,2  必修,,0/依照該8類課程科目序號選課,[1]5~6,Moodle,
0109-2,測量系 GM,F6-060  F623300  [GM2613],2,講義,科學計算軟體,3  選修,吳治達,40/8額滿,[4]2~4 測量系館 55208,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F623300&class_code=
0109-2,測量系 GM,F6-101  F632500  [GM3400],3,講義,衛星定位,3  必修,楊名,44/16,[2]2 測量系副館 55170[5]3~4 測量系副館 55170,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F632500&class_code=
0109-2,測量系 GM,F6-102  F620320  [GM3420],3,講義,大地測量（二）,3  必修,郭重言,45/15,[2]3~4 測量系副館 55170[3]5 測量系副館 55170,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F620320&class_code=
0109-2,測量系 GM,F625000-Z3  [GM],3,講義,通識課程,2  必修,,0/請參考備註,[1]5~6,Moodle,
0109-2,測量系 GM,F6-105  F631100  [GM4100],3,講義,誤差理論,3  選修,尤瑞哲,27/33,[4]2~4 測量系副館 55170,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F631100&class_code=
0109-2,測量系 GM,F6-106  F635900  [GM1310],3,講義,工程測量,2  選修,蔡展榮,15/485,[4]7~8 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F635900&class_code=
0109-2,測量系 GM,F6-109  F632900  [GM3470],3,實習,大地與衛星測量實習,1  選修,楊名,283/12,[2]6~7 測量系副館 55170,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F632900&class_code=
0109-2,測量系 GM,F6-110  F634000  [GM3620],3,講義,社會科學時空分析方法,3  選修,郭佩棻,42/8,[3]6~8 測量系副館 55170,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F634000&class_code=
0109-2,測量系 GM,F6-111  F634100  [GM4571],3,講義,攝影測量實習,2  選修,蔡展榮,148/額滿,[3]2 測量系館 55206,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F634100&class_code=
0109-2,,F634100  [GM4571],3,實習,,,蔡展榮,8,[3]3~4 測量系館 55206,,
0109-2,測量系 GM,F6-112  F642200  [GM4070],3,講義,測量總實習,2  必修,吳治達*江凱偉曾義星,45/280,[5]5 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F642200&class_code=
0109-2,,F642200  [GM4070],3,實習,,,吳治達*江凱偉曾義星,8,[5]6~8 測量系館 55250,,
0109-2,測量系 GM,F6-113  F632310  [GM3090],3,講義,專題研究（一）,2  選修,呂學展*洪榮宏蔡展榮江凱偉林昭宏曾義星饒見有吳治達,26/284,未定,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F632310&class_code=
0109-2,測量系 GM,F625000-Z4  [GM],4,講義,通識課程,2  必修,,0/請參考備註,[5]7~8,Moodle,
0109-2,測量系 GM,F6-152  F632600  [GM1230],4,講義,民法物權,2  選修,許照生,378/13,[1]2~3 測量系副館 55180,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F632600&class_code=
0109-2,測量系 GM,F6-153  F646500  [GM1240],4,講義,地籍測量,2  選修,吳相忠,37/13,[2]7~8 測量系副館 55180,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=F646500&class_code=
0109-2,測量系 GM,F6-154  P660800  [GM5540E],4,講義,地質災害及其測量技術應用,3  選修,景國恩,831/19,[3]2~4 測量系副館 55150,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=P660800&class_code=
0109-2,測量系 GM,F6-155  P681001  [GM5531],4,講義,資料探勘,3  選修,呂學展,838/2,[4]6~8 測量系副館 55150,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0109&sem=2&co_no=P681001&class_code=
0110-1,測量系 GM,A718310-Zb  [CL1078],1,大學國文,大學國文（一）,2  必修,,08/請參考備註,[5]7~8,Moodle,
0110-1,測量系 GM,A119110-Ze  [FLC6004],1,講義,外國語言（一）,2  必修,,0/請參考8備註,[4]5~6,Moodle,
0110-1,測量系 GM,F6-003  F610611  [MATH1021],1,講義,微積分（一）,3  必修,侯世章,94/36,[2]5~6 成功校區經緯廳 經緯廳[5]3 成功校區經緯廳 經緯廳,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F610611&class_code=
0110-1,,F610611  [MATH1021],1   A,實習,,,侯世章,8,[5]4 共同教室 A1301,,
0110-1,,F610611  [MATH1021],1   B,實習,,,林敏雄,,[5]4 共同教室 A1303,,
0110-1,,F610611  [MATH1021],1   C,實習,,,高橋亮甫,8,[5]4 共同教室 A1305,,
0110-1,,F610611  [MATH1021],1   D,實習,,,黃柏嶧,,[5]4 共同教室 A1304,,
0110-1,測量系 GM,F6-004  F610710  [PHYS1021],1,講義,普通物理學（一）,3  必修,黃建龍,55/16,[4]3~4 測量系館 55250[5]2 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F610710&class_code=
0110-1,測量系 GM,F6-005  F615810  [PHYS1022],1,實習,普通物理學實驗（一）,1  必修,黃建龍,52/網路選課不開放,[3]1~3,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F615810&class_code=
0110-1,測量系 GM,F6-007  F612010  [GM1010],1,講義,基礎測量學（一）,2  必修,曾義星,681/14,[2]7~8 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F612010&class_code=
0110-1,測量系 GM,F6-008  F612110  [GM1170],1,實習,基礎測量學實習（一）,1  必修,曾義星,56/16,[3]6~8 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F612110&class_code=
0110-1,測量系 GM,F6-009  F622300  [GM1200],1,講義,計算機概論,3  選修,呂學展,55/11,[2]3~4 測量系館 55208[3]4 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F622300&class_code=
0110-1,測量系 GM,F6-011  F612800  [GM1050],1,講義,空間資訊概論,2  選修,江凱偉,54/13,[1]2~3 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F612800&class_code=
0110-1,測量系 GM,F6-012  F617910  [GM0910],1,實習,服務學習（一）,0  必修,曾宏正,53/15,[2]9,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F617910&class_code=
0110-1,測量系 GM,F625000-Z1  [GM],1,講義,通識課程,2  必修,,0/請參考備註,[5]5~6,Moodle,
0110-1,測量系 GM,F6-020  A215500-39  [OPE0300],1,講義,體育（一）,0  必修,潘慧雯,50/8949,[4]7~8 中正堂 中正堂綜合球場,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=A215500&class_code=39
0110-1,測量系 GM,F6-051  F621500  [GM2300],2,講義,地圖學概論,3  必修,吳治達,52/13,[2]2 測量系副館 55160[4]5~6 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F621500&class_code=
0110-1,測量系 GM,F6-052  F623400  [GM2111],2,講義,線性代數,3  必修,林昭宏,638/2,[2]4 測量系副館 55160[4]7~8 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F623400&class_code=
0110-1,測量系 GM,F6-053  F620500  [GM2100],2,講義,工程統計,3  必修,尤瑞哲,53/12,[5]2~4 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F620500&class_code=
0110-1,測量系 GM,F6-054  F622500  [GM2500],2,講義,測量坐標與時間系統,3  必修,江凱偉,49/16,[2]3 測量系副館 55160[3]1~2 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F622500&class_code=
0110-1,測量系 GM,F6-055  F612020  [GM1020],2,講義,基礎測量學（二）,2  必修,曾義星,49/11,[3]3~4 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F612020&class_code=
0110-1,測量系 GM,F6-056  F612120  [GM1180],2,實習,基礎測量學實習（二）,1  必修,曾義星,843/17,[4]2~4 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F612120&class_code=
0110-1,測量系 GM,F6-058  F623200  [GM2612],2,講義,行動裝置程式設計,3  選修,呂學展,825/5,[3]6~8 測量系館 55206,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F623200&class_code=
0110-1,測量系 GM,F6-059  F622700  [GM1210],2,講義,土地法,2  選修,楊大偉,485/20,[1]2~3 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F622700&class_code=
0110-1,測量系 GM,F610030-Z  [GM],2,講義,體育（三）,0  必修,,0/請參考備註,[2]5~6,Moodle,
0110-1,測量系 GM,F625000-Z2  [GM],2,講義,通識課程,2  必修,,0/請參考備註,[2]7~8,Moodle,
0110-1,測量系 GM,F625000-Z5  [GM],2,講義,通識課程,2  必修,,0/請參考備註,[5]7~8,Moodle,
0110-1,測量系 GM,F6-101  F640201  [GM3505],3,講義,遙感探測,3  必修,王驥魁,41/19,[2]6 測量系副館 55170[4]3~4 測量系副館 55170,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F640201&class_code=
0110-1,測量系 GM,F6-102  F620310  [GM3410],3,講義,大地測量（一）,3  必修,郭重言,39/21,[2]5 測量系副館 55170[3]5~6 測量系副館 55170,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F620310&class_code=
0110-1,測量系 GM,F6-103  F633600  [GM3500],3,講義,攝影測量學,3  必修,蔡展榮,32/288,[2]7~8 測量系副館 55170[4]2 測量系副館 55170,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F633600&class_code=
0110-1,測量系 GM,F6-104  F634300  [GM3601],3,講義,地理資訊空間分析與應用,3  必修,郭佩棻,34/26,[3]2~4 測量系館 55208,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F634300&class_code=
0110-1,測量系 GM,F625000-Z3  [GM],3,講義,通識課程,2  必修,,0/請參考備註,[5]7~8,Moodle,
0110-1,測量系 GM,F6-106  F634400  [GM3630],3,講義,深度學習,3  選修,林昭宏,845/5,[5]2~4 測量系館 55208,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F634400&class_code=
0110-1,測量系 GM,F6-107  F631500  [GM4410],3,講義,地球物理概論,3  選修,景國恩,382/34,[2]2~4 測量系副館 55170,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F631500&class_code=
0110-1,測量系 GM,F625000-Z4  [GM],4,講義,通識課程,2  必修,,0/請參8考備註,[5]7~8,Moodle,
0110-1,測量系 GM,F6-153  F644400  [GM4720],4,講義,變形監測,3  選修,曾宏正,178/43,[5]2~4 測量系副館 55180,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F644400&class_code=
0110-1,測量系 GM,F6-154  E629600  [CE2012],4,講義,都市計劃,2  選修,鄭皓騰,77/34,[4]3~4 土木系館 4509,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=E629600&class_code=
0110-1,測量系 GM,F6-156  F643900  [GM4710],4,講義,空間資訊整合與應用,3  選修,朱宏杰,816/44,[2]6~8 測量系副館 55180,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F643900&class_code=
0110-1,測量系 GM,F6-157  P661000  [GM5521E],4,講義,合成孔徑雷達基礎原理與應用,3  選修,蔡展榮,818/32,[4]6~8 測量系副館 55150,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=P661000&class_code=
0110-1,測量系 GM,F6-158  F632320  [GM4090],4,講義,專題研究（二）,2  選修,林昭宏*洪榮宏蔡展榮江凱偉曾義星饒見有呂學展吳治達,26/34,未定,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=F632320&class_code=
0110-1,測量系 GM,F6-159  E847700  [HOE3026],4,講義,水土保持工程,2  選修,臧運忠*李心平,37/823,[2]3~4 水利系館 4620,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=1&co_no=E847700&class_code=
0110-2,測量系 GM,A718320-Zc  [CL1080],1,大學國文,大學國文（二）,2  必修,,0/請參考備註,[5]7~8,Moodle,
0110-2,測量系 GM,A119120-Zf  [FLC1001],1,講義,外國語言（二）,2  必修,,0/請參考8備註,[4]5~6,Moodle,
0110-2,測量系 GM,F6-003  F610621  [MATH1022],1,講義,微積分（二）,3  必修,侯世章,1086/15,[2]5~6 成功校區經緯廳 經緯廳[5]3 成功校區經緯廳 經緯廳,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F610621&class_code=
0110-2,,F610621  [MATH1022],1   A,實習,,,侯世章,,[5]4 測量系副館 55180,,
0110-2,,F610621  [MATH1022],1   B,實習,,,林敏雄,,[5]4 數學系館 3177,,
0110-2,,F610621  [MATH1022],1   C,實習,,,林景隆,,[5]4 數學系館 3175,,
0110-2,,F610621  [MATH1022],1   D,實習,,,王業凱,,[5]4 數學系館 3176,,
0110-2,測量系 GM,F6-004  F610720  [PHYS1023],1,講義,普通物理學（二）,3  必修,黃建龍,53/6,[1]2~3 測量系館 55250[5]2 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F610720&class_code=
0110-2,測量系 GM,F6-005  F610820  [GM1023],1,實習,普通物理學實驗（二）,1  必修,黃建龍,54/網路選8課不開放,[3]1~3,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F610820&class_code=
0110-2,測量系 GM,F6-006  F612020  [GM1020],1,講義,基礎測量學（二）,2  必修,曾義星,558/5,[2]7~8 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F612020&class_code=
0110-2,測量系 GM,F6-007  F612120-A  [GM1180],1,實習,基礎測量學實習（二）,1  必修,曾義星,27/88,[3]6~8 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F612120&class_code=A
0110-2,測量系 GM,F6-008  F612120-B  [GM1180],1,實習,基礎測量學實習（二）,1  必修,曾義星,380/5,[4]2~4 測量系館 55250,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F612120&class_code=B
0110-2,測量系 GM,F6-009  F611700  [GM1100],1,講義,計算機程式設計,3  必修,呂學展,50/6,[2]2~4 測量系館 55208,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F611700&class_code=
0110-2,測量系 GM,F6-011  F617920  [GM0920],1,實習,服務學習（二）,0  必修,曾宏正,54/811,[2]9,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F617920&class_code=
0110-2,測量系 GM,F610020-Z  [GM],1,講義,體育（二）,0  必修,,0/8依照該類課程科目序號選課,[4]7~8,Moodle,
0110-2,測量系 GM,F625000-Z1  [GM],1,講義,通識課程,2  必修,,0/依照該類課程科目序號選8課,[5]5~6,Moodle,
0110-2,測量系 GM,F610040-Z  [GM],2,講義,體育（四）,0  必修,,0/請參考備註,[3]5~6,Moodle,
0110-2,測量系 GM,F6-052  F623500  [GM2121],2,講義,工程數學,3  必修,朱宏杰,49/16,[2]3~4 測量系副館 55160[5]2 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F623500&class_code=
0110-2,測量系 GM,F6-053  F622800  [GM2700],2,講義,測量平差,3  必修,曾宏正,48/17,[3]7~8 測量系副館 55160[4]5 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F622800&class_code=
0110-2,測量系 GM,F6-054  F622400  [GM2600],2,講義,地理資訊基本原理,3  必修,洪榮宏,55/10,[2]5 測量系副館 55160[3]3~4 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F622400&class_code=
0110-2,測量系 GM,F6-055  F622900  [GM3505],2,講義,航測及遙測基礎,3  必修,饒見有,54/83,[2]6 測量系副館 55160[4]6~7 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F622900&class_code=
0110-2,測量系 GM,F6-056  F641100  [GM1220],2,講義,土地登記,2  選修,楊大偉,839/21,[1]2~3 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F641100&class_code=
0110-2,測量系 GM,F6-057  F633200  [GM2270],2,講義,數值地形測量及實習,3  選修,曾宏正,7/23,[5]3~4 測量系副館 55160,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=F633200&class_code=
0110-2,,F633200  [GM2270],2,實習,,,曾宏正,8,[5]5~6 測量系館 55206,,
0110-2,測量系 GM,F625000-Z2  [GM],2,講義,通識課程,2  必修,,0/依8照該類課程科目序號選課,[1]7~8,Moodle,
